image_path,source_data,image_key,image_id,image_type
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000015.png,breast_udiat,000015,breast_udiat_000015,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000016.png,breast_udiat,000016,breast_udiat_000016,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000017.png,breast_udiat,000017,breast_udiat_000017,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000018.png,breast_udiat,000018,breast_udiat_000018,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000019.png,breast_udiat,000019,breast_udiat_000019,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000020.png,breast_udiat,000020,breast_udiat_000020,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000021.png,breast_udiat,000021,breast_udiat_000021,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000022.png,breast_udiat,000022,breast_udiat_000022,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000023.png,breast_udiat,000023,breast_udiat_000023,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000024.png,breast_udiat,000024,breast_udiat_000024,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000025.png,breast_udiat,000025,breast_udiat_000025,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000026.png,breast_udiat,000026,breast_udiat_000026,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000027.png,breast_udiat,000027,breast_udiat_000027,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000028.png,breast_udiat,000028,breast_udiat_000028,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000029.png,breast_udiat,000029,breast_udiat_000029,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000030.png,breast_udiat,000030,breast_udiat_000030,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000031.png,breast_udiat,000031,breast_udiat_000031,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000032.png,breast_udiat,000032,breast_udiat_000032,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000033.png,breast_udiat,000033,breast_udiat_000033,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000034.png,breast_udiat,000034,breast_udiat_000034,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000035.png,breast_udiat,000035,breast_udiat_000035,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000036.png,breast_udiat,000036,breast_udiat_000036,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000037.png,breast_udiat,000037,breast_udiat_000037,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000038.png,breast_udiat,000038,breast_udiat_000038,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000039.png,breast_udiat,000039,breast_udiat_000039,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000040.png,breast_udiat,000040,breast_udiat_000040,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000041.png,breast_udiat,000041,breast_udiat_000041,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000042.png,breast_udiat,000042,breast_udiat_000042,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000043.png,breast_udiat,000043,breast_udiat_000043,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000044.png,breast_udiat,000044,breast_udiat_000044,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000045.png,breast_udiat,000045,breast_udiat_000045,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000046.png,breast_udiat,000046,breast_udiat_000046,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000047.png,breast_udiat,000047,breast_udiat_000047,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000048.png,breast_udiat,000048,breast_udiat_000048,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000049.png,breast_udiat,000049,breast_udiat_000049,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000050.png,breast_udiat,000050,breast_udiat_000050,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000051.png,breast_udiat,000051,breast_udiat_000051,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000052.png,breast_udiat,000052,breast_udiat_000052,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000053.png,breast_udiat,000053,breast_udiat_000053,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000054.png,breast_udiat,000054,breast_udiat_000054,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000055.png,breast_udiat,000055,breast_udiat_000055,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000056.png,breast_udiat,000056,breast_udiat_000056,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000057.png,breast_udiat,000057,breast_udiat_000057,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000058.png,breast_udiat,000058,breast_udiat_000058,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000059.png,breast_udiat,000059,breast_udiat_000059,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000060.png,breast_udiat,000060,breast_udiat_000060,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000061.png,breast_udiat,000061,breast_udiat_000061,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000062.png,breast_udiat,000062,breast_udiat_000062,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000063.png,breast_udiat,000063,breast_udiat_000063,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000064.png,breast_udiat,000064,breast_udiat_000064,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000065.png,breast_udiat,000065,breast_udiat_000065,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000066.png,breast_udiat,000066,breast_udiat_000066,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000067.png,breast_udiat,000067,breast_udiat_000067,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000068.png,breast_udiat,000068,breast_udiat_000068,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000069.png,breast_udiat,000069,breast_udiat_000069,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000070.png,breast_udiat,000070,breast_udiat_000070,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000071.png,breast_udiat,000071,breast_udiat_000071,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000072.png,breast_udiat,000072,breast_udiat_000072,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000073.png,breast_udiat,000073,breast_udiat_000073,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000074.png,breast_udiat,000074,breast_udiat_000074,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000075.png,breast_udiat,000075,breast_udiat_000075,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000076.png,breast_udiat,000076,breast_udiat_000076,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000077.png,breast_udiat,000077,breast_udiat_000077,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000078.png,breast_udiat,000078,breast_udiat_000078,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000079.png,breast_udiat,000079,breast_udiat_000079,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000080.png,breast_udiat,000080,breast_udiat_000080,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000081.png,breast_udiat,000081,breast_udiat_000081,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000082.png,breast_udiat,000082,breast_udiat_000082,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000083.png,breast_udiat,000083,breast_udiat_000083,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000084.png,breast_udiat,000084,breast_udiat_000084,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000085.png,breast_udiat,000085,breast_udiat_000085,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000086.png,breast_udiat,000086,breast_udiat_000086,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000087.png,breast_udiat,000087,breast_udiat_000087,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000088.png,breast_udiat,000088,breast_udiat_000088,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000089.png,breast_udiat,000089,breast_udiat_000089,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000090.png,breast_udiat,000090,breast_udiat_000090,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000091.png,breast_udiat,000091,breast_udiat_000091,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000092.png,breast_udiat,000092,breast_udiat_000092,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000093.png,breast_udiat,000093,breast_udiat_000093,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000094.png,breast_udiat,000094,breast_udiat_000094,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000095.png,breast_udiat,000095,breast_udiat_000095,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000096.png,breast_udiat,000096,breast_udiat_000096,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000097.png,breast_udiat,000097,breast_udiat_000097,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000098.png,breast_udiat,000098,breast_udiat_000098,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000099.png,breast_udiat,000099,breast_udiat_000099,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000100.png,breast_udiat,000100,breast_udiat_000100,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000101.png,breast_udiat,000101,breast_udiat_000101,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000102.png,breast_udiat,000102,breast_udiat_000102,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000103.png,breast_udiat,000103,breast_udiat_000103,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000104.png,breast_udiat,000104,breast_udiat_000104,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000105.png,breast_udiat,000105,breast_udiat_000105,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000106.png,breast_udiat,000106,breast_udiat_000106,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000107.png,breast_udiat,000107,breast_udiat_000107,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000108.png,breast_udiat,000108,breast_udiat_000108,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000109.png,breast_udiat,000109,breast_udiat_000109,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000110.png,breast_udiat,000110,breast_udiat_000110,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000111.png,breast_udiat,000111,breast_udiat_000111,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000112.png,breast_udiat,000112,breast_udiat_000112,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000113.png,breast_udiat,000113,breast_udiat_000113,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000114.png,breast_udiat,000114,breast_udiat_000114,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000115.png,breast_udiat,000115,breast_udiat_000115,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000116.png,breast_udiat,000116,breast_udiat_000116,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000117.png,breast_udiat,000117,breast_udiat_000117,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000118.png,breast_udiat,000118,breast_udiat_000118,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000119.png,breast_udiat,000119,breast_udiat_000119,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000120.png,breast_udiat,000120,breast_udiat_000120,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000121.png,breast_udiat,000121,breast_udiat_000121,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000122.png,breast_udiat,000122,breast_udiat_000122,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000123.png,breast_udiat,000123,breast_udiat_000123,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000124.png,breast_udiat,000124,breast_udiat_000124,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000125.png,breast_udiat,000125,breast_udiat_000125,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000126.png,breast_udiat,000126,breast_udiat_000126,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000127.png,breast_udiat,000127,breast_udiat_000127,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000128.png,breast_udiat,000128,breast_udiat_000128,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000129.png,breast_udiat,000129,breast_udiat_000129,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000130.png,breast_udiat,000130,breast_udiat_000130,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000131.png,breast_udiat,000131,breast_udiat_000131,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000132.png,breast_udiat,000132,breast_udiat_000132,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000133.png,breast_udiat,000133,breast_udiat_000133,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000134.png,breast_udiat,000134,breast_udiat_000134,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000135.png,breast_udiat,000135,breast_udiat_000135,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000136.png,breast_udiat,000136,breast_udiat_000136,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000137.png,breast_udiat,000137,breast_udiat_000137,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000138.png,breast_udiat,000138,breast_udiat_000138,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000139.png,breast_udiat,000139,breast_udiat_000139,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000140.png,breast_udiat,000140,breast_udiat_000140,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000141.png,breast_udiat,000141,breast_udiat_000141,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000142.png,breast_udiat,000142,breast_udiat_000142,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000143.png,breast_udiat,000143,breast_udiat_000143,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000144.png,breast_udiat,000144,breast_udiat_000144,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000145.png,breast_udiat,000145,breast_udiat_000145,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000146.png,breast_udiat,000146,breast_udiat_000146,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000147.png,breast_udiat,000147,breast_udiat_000147,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000295.png,breast_udiat,000295,breast_udiat_000295,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000296.png,breast_udiat,000296,breast_udiat_000296,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000297.png,breast_udiat,000297,breast_udiat_000297,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000298.png,breast_udiat,000298,breast_udiat_000298,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000299.png,breast_udiat,000299,breast_udiat_000299,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000300.png,breast_udiat,000300,breast_udiat_000300,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000301.png,breast_udiat,000301,breast_udiat_000301,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000302.png,breast_udiat,000302,breast_udiat_000302,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000303.png,breast_udiat,000303,breast_udiat_000303,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000304.png,breast_udiat,000304,breast_udiat_000304,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000305.png,breast_udiat,000305,breast_udiat_000305,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000306.png,breast_udiat,000306,breast_udiat_000306,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000307.png,breast_udiat,000307,breast_udiat_000307,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000308.png,breast_udiat,000308,breast_udiat_000308,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000309.png,breast_udiat,000309,breast_udiat_000309,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-UDIAT/img/000310.png,breast_udiat,000310,breast_udiat_000310,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/1.png,breast_stu,1,breast_stu_1,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/10.png,breast_stu,10,breast_stu_10,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/11.png,breast_stu,11,breast_stu_11,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/12.png,breast_stu,12,breast_stu_12,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/13.png,breast_stu,13,breast_stu_13,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/14.png,breast_stu,14,breast_stu_14,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/15.png,breast_stu,15,breast_stu_15,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/16.png,breast_stu,16,breast_stu_16,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/17.png,breast_stu,17,breast_stu_17,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/18.png,breast_stu,18,breast_stu_18,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/19.png,breast_stu,19,breast_stu_19,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/2.png,breast_stu,2,breast_stu_2,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/20.png,breast_stu,20,breast_stu_20,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/21.png,breast_stu,21,breast_stu_21,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/22.png,breast_stu,22,breast_stu_22,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/23.png,breast_stu,23,breast_stu_23,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/24.png,breast_stu,24,breast_stu_24,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/25.png,breast_stu,25,breast_stu_25,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/26.png,breast_stu,26,breast_stu_26,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/27.png,breast_stu,27,breast_stu_27,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/28.png,breast_stu,28,breast_stu_28,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/29.png,breast_stu,29,breast_stu_29,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/3.png,breast_stu,3,breast_stu_3,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/30.png,breast_stu,30,breast_stu_30,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/31.png,breast_stu,31,breast_stu_31,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/32.png,breast_stu,32,breast_stu_32,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/33.png,breast_stu,33,breast_stu_33,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/34.png,breast_stu,34,breast_stu_34,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/35.png,breast_stu,35,breast_stu_35,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/36.png,breast_stu,36,breast_stu_36,png
/home/user/data/phyusformer_data/post_miccai_exps/data/US30k/US30K/Breast-STU/img/37.png,breast_stu,37,breast_stu_37,png
